return_id,order_item_id,customer_id,return_request_date,return_received_date,return_reason,return_condition,refund_amount,refund_status,return_channel
RET-00005081,ITM-000068626,CUS-007520,2022-10-05,2022-10-10,Changed Mind,Damaged,200.69,Approved,Courier
RET-00005082,ITM-000068632,CUS-005511,2021-10-06,2021-10-09,Changed Mind,Resellable,39.66,Approved,Store
RET-00005083,ITM-000068648,CUS-009904,2020-05-07,2020-05-20,,Opened,266.58,Processed,Courier
RET-00005084,ITM-000068654,CUS-006280,2024-07-17,2024-07-21,Changed Mind,Resellable,132.07,Processed,Store
RET-00005085,ITM-000068666,CUS-000450,2026-03-29,2026-03-31,Not as Described,Defective,116.05,Approved,Courier
RET-00005086,ITM-000068674,CUS-011396,2023-07-19,2023-07-27,Other,Opened,55.14,Processed,Store
RET-00005087,ITM-000068707,CUS-003761,2023-05-24,2023-06-01,Size/Fit,Damaged,391.92,Pending,Courier
RET-00005088,ITM-000068715,CUS-007624,2020-05-22,2020-05-23,,Defective,305.01,Pending,Courier
RET-00005089,ITM-000068734,CUS-001255,2025-12-27,2026-01-02,Size/Fit,Damaged,34.46,Processed,Courier
RET-00005090,ITM-000068741,CUS-007082,2021-07-06,2021-07-12,,Damaged,28.76,Approved,Store
RET-00005091,ITM-000068742,CUS-006115,2023-04-05,2023-04-14,Not as Described,Resellable,36.73,Approved,Store
RET-00005092,ITM-000068753,CUS-007264,2023-01-25,2023-02-02,Changed Mind,Defective,64.35,Approved,Store
RET-00005093,ITM-000068768,CUS-005210,2020-10-10,2020-10-12,Not as Described,Damaged,34.04,Pending,Store
RET-00005094,ITM-000068772,CUS-004681,2026-06-08,2026-06-18,Size/Fit,Resellable,639.8,Approved,Store
RET-00005095,ITM-000068778,CUS-006107,2021-07-27,2021-08-03,Defective Product,Damaged,111.92,Processed,Courier
RET-00005096,ITM-000068793,CUS-009729,2022-08-05,2022-08-18,Changed Mind,Opened,82.69,Processed,Courier
RET-00005097,ITM-000068824,CUS-009996,2025-09-21,2025-09-30,Changed Mind,Opened,83.63,Approved,Courier
RET-00005098,ITM-000068827,CUS-011702,2024-12-18,2024-12-20,Changed Mind,Damaged,97.96,Pending,Courier
RET-00005099,ITM-000068848,CUS-010214,2020-08-02,2020-08-07,Defective Product,Resellable,71.62,Pending,Store
RET-00005100,ITM-000068862,CUS-001296,2024-11-07,2024-11-16,Changed Mind,Damaged,289.26,Pending,Courier
RET-00005101,ITM-000068866,CUS-010341,2022-05-25,2022-05-29,,Defective,287.85,Processed,Store
RET-00005102,ITM-000068871,CUS-011908,2026-07-05,2026-07-07,Changed Mind,Opened,41.2,Pending,Courier
RET-00005103,ITM-000068873,CUS-002433,2020-03-26,2020-04-02,Not as Described,Opened,128.54,Pending,Courier
RET-00005104,ITM-000068890,CUS-007926,2026-08-01,2026-08-10,Defective Product,Damaged,61.98,Processed,Courier
RET-00005105,ITM-000068911,CUS-010355,2023-02-25,2023-03-06,Wrong Item,Opened,97.49,Processed,Store
RET-00005106,ITM-000068929,CUS-001956,2020-09-07,2020-09-11,Not as Described,Resellable,11.89,Approved,Store
RET-00005107,ITM-000068930,CUS-008731,2020-07-12,2020-07-13,,Resellable,58.62,Processed,Store
RET-00005108,ITM-000068952,CUS-003733,2026-01-14,2026-01-16,Defective Product,Defective,117.1,Pending,Store
RET-00005109,ITM-000068958,CUS-011638,2022-11-10,2022-11-22,Changed Mind,Opened,81.28,Pending,Courier
RET-00005110,ITM-000068972,CUS-009714,2025-01-22,2025-01-26,Changed Mind,Defective,137.35,Approved,Store
RET-00005111,ITM-000068986,CUS-010089,2022-01-16,2022-01-26,Size/Fit,Defective,14.69,Processed,Store
RET-00005112,ITM-000068990,CUS-007725,2021-03-20,2021-03-25,Not as Described,Defective,34.14,Pending,Store
RET-00005113,ITM-000069017,,2022-07-06,2022-07-13,Size/Fit,Damaged,262.17,Approved,Store
RET-00005114,ITM-000069029,CUS-004246,2022-07-25,2022-07-28,Defective Product,Opened,39.48,Pending,Courier
RET-00005115,ITM-000069052,CUS-005992,2021-05-29,2021-06-03,Damaged Delivery,Opened,84.3,Approved,Store
RET-00005116,ITM-000069057,CUS-000271,2023-03-28,2023-03-30,Defective Product,Opened,22.66,Approved,Store
RET-00005117,ITM-000069062,CUS-010346,2022-09-08,2022-09-09,Other,Opened,96.11,Pending,Courier
RET-00005118,ITM-000069063,CUS-010689,2022-07-03,2022-07-11,Changed Mind,Defective,43.74,Pending,Store
RET-00005119,ITM-000069079,CUS-010326,2021-04-21,2021-05-04,Changed Mind,Damaged,184.14,Processed,Store
RET-00005120,ITM-000069098,CUS-008678,2022-07-06,2022-07-14,Defective Product,Opened,90.07,Processed,Courier
RET-00005121,ITM-000069102,CUS-010941,2020-07-21,2020-07-28,Size/Fit,Damaged,122.19,Pending,Courier
RET-00005122,ITM-000069122,CUS-011941,2022-07-03,2022-07-16,Size/Fit,Opened,123.27,Pending,Courier
RET-00005123,ITM-000069126,CUS-008322,2022-01-27,2022-02-04,,Resellable,232.1,Approved,Store
RET-00005124,ITM-000069151,CUS-001351,2022-09-05,2022-09-13,Changed Mind,Resellable,138.6,Approved,Store
RET-00005125,ITM-000069156,CUS-007769,2024-12-15,2024-12-23,Wrong Item,Damaged,62.62,Approved,Courier
RET-00005126,ITM-000069171,CUS-003513,2023-05-28,2023-06-06,Defective Product,Defective,66.59,Approved,Courier
RET-00005127,ITM-000069176,CUS-008344,2023-10-20,2023-10-22,Changed Mind,Damaged,193.45,Approved,Courier
RET-00005128,ITM-000069180,CUS-001107,2026-09-06,2026-09-19,Not as Described,Opened,34.56,Pending,Courier
RET-00005129,ITM-000069181,CUS-000116,2025-02-22,2025-02-27,Defective Product,Opened,14.01,Processed,Courier
RET-00005130,ITM-000069183,CUS-004538,2026-08-31,2026-09-02,Changed Mind,Defective,52.63,Approved,Courier
RET-00005131,ITM-000069204,CUS-003930,2022-12-05,2022-12-18,Size/Fit,Defective,135.03,Approved,Store
RET-00005132,ITM-000069231,CUS-001406,2025-04-07,2025-04-18,Changed Mind,Opened,71.12,Processed,Courier
RET-00005133,ITM-000069247,CUS-001949,2025-04-12,2025-04-21,Changed Mind,Resellable,988.84,Approved,Courier
RET-00005134,ITM-000069248,CUS-010151,2023-03-26,2023-04-07,Size/Fit,Resellable,119.39,Processed,Store
RET-00005135,ITM-000069249,CUS-010151,2023-04-04,2023-04-17,Changed Mind,Damaged,151.42,Pending,Store
RET-00005136,ITM-000069280,CUS-001245,2022-01-09,2022-01-21,Defective Product,Defective,25.57,Pending,Store
RET-00005137,ITM-000069307,CUS-001735,2022-04-19,2022-04-23,Size/Fit,Resellable,37.97,Processed,Courier
RET-00005138,ITM-000069328,CUS-007401,2020-04-10,2020-04-15,Defective Product,Defective,39.75,Approved,Courier
RET-00005139,ITM-000069329,CUS-007401,2020-03-29,2020-04-03,Changed Mind,Resellable,12.93,Processed,Store
RET-00005140,ITM-000069333,CUS-001152,2024-12-13,2024-12-13,Changed Mind,Defective,30.11,Pending,Store
RET-00005141,ITM-000069345,CUS-002136,2024-01-22,2024-01-29,Damaged Delivery,Opened,15.58,Pending,Store
RET-00005142,ITM-000069358,CUS-007986,2022-08-31,2022-08-31,Changed Mind,Opened,38.49,Processed,Store
RET-00005143,ITM-000069360,CUS-000388,2023-05-20,2023-05-20,Wrong Item,Defective,91.79,Approved,Courier
RET-00005144,ITM-000069389,CUS-003022,2022-12-08,2022-12-21,Size/Fit,Resellable,83.58,Pending,Courier
RET-00005145,ITM-000069402,CUS-005540,2021-10-11,2021-10-24,Changed Mind,Damaged,48.5,Pending,Store
RET-00005146,ITM-000069428,CUS-007063,2021-10-23,2021-11-05,Defective Product,Resellable,90.33,Pending,Store
RET-00005147,ITM-000069435,CUS-003995,2024-06-03,2024-06-06,Wrong Item,Damaged,62.97,Approved,Store
RET-00005148,ITM-000069449,CUS-005880,2025-04-16,2025-04-28,Wrong Item,Damaged,227.76,Approved,Store
RET-00005149,ITM-000069463,CUS-008716,2023-08-08,2023-08-12,,Defective,32.8,Processed,Store
RET-00005150,ITM-000069465,CUS-003685,2026-01-05,2026-01-16,Changed Mind,Damaged,118.1,Pending,Store
RET-00005151,ITM-000069481,CUS-007697,2025-10-14,2025-10-15,Not as Described,Defective,151.32,Pending,Courier
RET-00005152,ITM-000069494,,2022-11-25,2022-11-29,Changed Mind,Damaged,54.73,Pending,Courier
RET-00005153,ITM-000069499,CUS-000803,2025-09-19,2025-09-22,Changed Mind,Defective,79.46,Processed,Store
RET-00005154,ITM-000069501,CUS-000803,2025-09-12,2025-09-14,Changed Mind,Resellable,47.61,Approved,Store
RET-00005155,ITM-000069511,CUS-009490,2022-12-09,2022-12-09,Not as Described,Opened,48.97,Approved,Courier
RET-00005156,ITM-000069523,CUS-010276,2020-10-10,2020-10-18,,Resellable,90.6,Approved,Courier
RET-00005157,ITM-000069532,,2022-10-10,2022-10-11,Size/Fit,Damaged,200.57,Processed,Courier
RET-00005158,ITM-000069568,CUS-000400,2024-12-06,2024-12-16,Changed Mind,Opened,75.97,Approved,Store
RET-00005159,ITM-000069574,CUS-007148,2023-02-08,2023-02-19,Defective Product,Defective,21.5,Approved,Store
RET-00005160,ITM-000069575,CUS-007148,2023-02-13,2023-02-22,Damaged Delivery,Resellable,89.6,Processed,Courier
RET-00005161,ITM-000069583,CUS-005721,2022-10-22,2022-10-29,Size/Fit,Defective,132.07,Processed,Courier
RET-00005162,ITM-000069615,CUS-006741,2025-10-16,2025-10-20,Damaged Delivery,Defective,120.92,Processed,Store
RET-00005163,ITM-000069616,CUS-006741,2025-10-21,2025-10-21,Changed Mind,Opened,22.95,Approved,Store
RET-00005164,ITM-000069623,CUS-005028,2026-03-26,2026-03-29,Changed Mind,Resellable,302.28,Processed,Courier
RET-00005165,ITM-000069641,CUS-009674,2020-07-05,2020-07-07,,Opened,146.21,Approved,Courier
RET-00005166,ITM-000069650,CUS-002574,2021-07-25,2021-08-02,,Damaged,271.68,Processed,Courier
RET-00005167,ITM-000069663,CUS-011405,2025-11-01,2025-11-06,Wrong Item,Opened,46.92,Approved,Courier
RET-00005168,ITM-000069667,CUS-007758,2021-06-29,2021-06-30,,Damaged,24.41,Approved,Courier
RET-00005169,ITM-000069675,CUS-000884,2025-09-05,2025-09-15,Defective Product,Opened,50.85,Approved,Courier
RET-00005170,ITM-000069677,CUS-011509,2020-04-27,2020-05-02,,Resellable,106.43,Approved,Courier
RET-00005171,ITM-000069688,CUS-002184,2025-07-14,2025-07-16,Defective Product,Resellable,18.14,Pending,Store
RET-00005172,ITM-000069690,CUS-002470,2021-11-17,2021-11-19,Changed Mind,Resellable,59.28,Pending,Courier
RET-00005173,ITM-000069693,CUS-010216,2021-05-22,2021-05-23,Changed Mind,Damaged,89.15,Processed,Store
RET-00005174,ITM-000069706,CUS-003393,2020-08-05,2020-08-18,Size/Fit,Resellable,66.96,Approved,Store
RET-00005175,ITM-000069738,CUS-011865,2024-12-25,2025-01-01,Changed Mind,Resellable,114.45,Processed,Store
RET-00005176,ITM-000069761,CUS-002221,2026-08-13,2026-08-25,Wrong Item,Damaged,28.55,Approved,Courier
RET-00005177,ITM-000069771,CUS-004776,2026-04-09,2026-04-11,Not as Described,Opened,111.06,Pending,Courier
RET-00005178,ITM-000069775,CUS-008017,2025-02-21,2025-03-02,Defective Product,Opened,42.15,Approved,Store
RET-00005179,ITM-000069799,CUS-001971,2025-11-26,2025-12-06,Size/Fit,Defective,67.78,Pending,Store
RET-00005180,ITM-000069806,CUS-005946,2024-09-27,2024-10-09,Defective Product,Defective,106.83,Processed,Courier
RET-00005181,ITM-000069828,CUS-007573,2020-05-14,2020-05-27,Wrong Item,Damaged,65.3,Pending,Courier
RET-00005182,ITM-000069838,CUS-005802,2023-12-05,2023-12-16,,Resellable,39.91,Approved,Courier
RET-00005183,ITM-000069857,CUS-002013,2023-04-22,2023-05-04,Size/Fit,Defective,98.64,Processed,Courier
RET-00005184,ITM-000069890,CUS-008264,2021-01-13,2021-01-23,Changed Mind,Damaged,236.42,Pending,Store
RET-00005185,ITM-000069894,CUS-009943,2023-08-25,2023-09-04,Size/Fit,Resellable,72.74,Pending,Courier
RET-00005186,ITM-000069897,CUS-002986,2021-12-04,2021-12-15,Defective Product,Resellable,356.36,Processed,Courier
RET-00005187,ITM-000069899,CUS-005606,2025-09-04,2025-09-05,Defective Product,Resellable,61.45,Pending,Courier
RET-00005188,ITM-000069900,CUS-005606,2025-09-19,2025-09-20,Defective Product,Damaged,34.11,Pending,Courier
RET-00005189,ITM-000069911,CUS-001307,2023-11-10,2023-11-17,Wrong Item,Damaged,115.07,Pending,Store
RET-00005190,ITM-000069924,CUS-011285,2022-01-09,2022-01-19,,Damaged,40.98,Pending,Courier
RET-00005191,ITM-000069933,CUS-007343,2023-08-31,2023-09-09,Damaged Delivery,Defective,179.14,Approved,Courier
RET-00005192,ITM-000069948,CUS-005150,2024-03-11,2024-03-24,Changed Mind,Resellable,103.86,Pending,Courier
RET-00005193,ITM-000069972,CUS-001978,2026-08-24,2026-08-24,Damaged Delivery,Resellable,119.79,Processed,Store
RET-00005194,ITM-000069988,CUS-010188,2024-05-01,2024-05-08,Size/Fit,Defective,121.49,Pending,Courier
RET-00005195,ITM-000070023,CUS-000981,2021-10-10,2021-10-13,,Resellable,236.03,Processed,Store
RET-00005196,ITM-000070028,CUS-004825,2026-02-07,2026-02-17,Size/Fit,Damaged,19.09,Processed,Store
RET-00005197,ITM-000070031,CUS-007168,2020-07-19,2020-07-27,Changed Mind,Resellable,52.02,Pending,Store
RET-00005198,ITM-000070038,CUS-010945,2021-09-29,2021-10-01,,Opened,51.22,Processed,Store
RET-00005199,ITM-000070046,CUS-010737,2023-12-08,2023-12-16,Defective Product,Damaged,214.6,Approved,Courier
RET-00005200,ITM-000070047,CUS-007666,2020-07-23,2020-07-28,Defective Product,Resellable,131.2,Processed,Courier
RET-00005201,ITM-000070056,CUS-011519,2026-02-15,2026-02-26,Changed Mind,Defective,176.2,Processed,Courier
RET-00005202,ITM-000070071,CUS-009490,2023-02-13,2023-02-17,Not as Described,Defective,58.38,Pending,Courier
RET-00005203,ITM-000070076,CUS-003343,2026-08-05,2026-08-07,Size/Fit,Opened,16.2,Pending,Store
RET-00005204,ITM-000070090,CUS-005302,2020-07-11,2020-07-23,Damaged Delivery,Opened,64.35,Pending,Store
RET-00005205,ITM-000070095,CUS-002750,2025-09-06,2025-09-11,Not as Described,Opened,92.63,Pending,Courier
RET-00005206,ITM-000070118,CUS-010501,2024-10-23,2024-11-03,Changed Mind,Defective,146.92,Pending,Courier
RET-00005207,ITM-000070119,CUS-010501,2024-10-23,2024-10-25,Changed Mind,Defective,32.94,Processed,Store
RET-00005208,ITM-000070135,CUS-008489,2026-04-19,2026-04-19,Changed Mind,Damaged,93.56,Processed,Store
RET-00005209,ITM-000070138,CUS-005970,2023-04-20,2023-04-20,Defective Product,Damaged,401.45,Pending,Store
RET-00005210,ITM-000070140,CUS-008618,2025-09-14,2025-09-26,Not as Described,Opened,106.9,Processed,Courier
RET-00005211,ITM-000070141,CUS-003866,2023-10-07,2023-10-13,Defective Product,Opened,105.15,Processed,Store
RET-00005212,ITM-000070209,CUS-008427,2021-11-15,2021-11-18,Not as Described,Damaged,97.73,Approved,Store
RET-00005213,ITM-000070223,CUS-007113,2024-09-30,2024-10-05,Changed Mind,Damaged,47.4,Processed,Courier
RET-00005214,ITM-000070225,CUS-003138,2023-10-23,2023-10-30,Changed Mind,Resellable,21.3,Approved,Courier
RET-00005215,ITM-000070243,CUS-001041,2021-08-19,2021-08-23,Defective Product,Resellable,136.24,Pending,Courier
RET-00005216,ITM-000070255,CUS-007270,2026-03-31,2026-04-11,Changed Mind,Defective,56.52,Pending,Courier
RET-00005217,ITM-000070268,CUS-011591,2020-05-18,2020-05-30,,Resellable,59.31,Pending,Store
RET-00005218,ITM-000070279,CUS-001432,2023-11-03,2023-11-09,Size/Fit,Resellable,47.21,Pending,Courier
RET-00005219,ITM-000070281,CUS-008689,2026-09-25,2026-09-28,Defective Product,Resellable,151.47,Approved,Store
RET-00005220,ITM-000070289,CUS-000662,2023-10-15,2023-10-24,Changed Mind,Damaged,73.9,Pending,Courier
RET-00005221,ITM-000070303,,2022-04-30,2022-05-05,Changed Mind,Resellable,84.03,Processed,Courier
RET-00005222,ITM-000070304,,2022-04-11,2022-04-23,Size/Fit,Damaged,102.39,Approved,Store
RET-00005223,ITM-000070305,CUS-002224,2022-11-11,2022-11-13,Changed Mind,Opened,65.6,Approved,Courier
RET-00005224,ITM-000070306,CUS-002224,2022-12-08,2022-12-11,Changed Mind,Defective,69.06,Pending,Courier
RET-00005225,ITM-000070309,CUS-001333,2025-02-12,2025-02-17,Changed Mind,Defective,127.73,Pending,Store
RET-00005226,ITM-000070310,CUS-000559,2025-06-16,2025-06-21,Changed Mind,Damaged,58.19,Approved,Store
RET-00005227,ITM-000070311,CUS-000559,2025-05-28,2025-06-09,Changed Mind,Opened,64.32,Processed,Courier
RET-00005228,ITM-000070314,CUS-010914,2022-03-05,2022-03-18,Size/Fit,Defective,185.39,Pending,Courier
RET-00005229,ITM-000070321,CUS-005631,2024-06-06,2024-06-11,Changed Mind,Opened,65.53,Approved,Courier
RET-00005230,ITM-000070374,CUS-009405,2021-09-01,2021-09-07,Changed Mind,Resellable,90.11,Pending,Store
RET-00005231,ITM-000070393,CUS-005352,2022-02-11,2022-02-21,Size/Fit,Damaged,52.68,Processed,Courier
RET-00005232,ITM-000070436,CUS-005959,2024-12-16,2024-12-17,Not as Described,Opened,65.6,Processed,Courier
RET-00005233,ITM-000070452,CUS-011778,2024-05-02,2024-05-13,Defective Product,Opened,133.44,Processed,Store
RET-00005234,ITM-000070465,CUS-008177,2025-08-09,2025-08-14,Size/Fit,Damaged,4.38,Pending,Courier
RET-00005235,ITM-000070484,CUS-002543,2022-04-06,2022-04-13,Changed Mind,Resellable,27.05,Approved,Courier
RET-00005236,ITM-000070517,CUS-011337,2022-08-27,2022-09-02,Changed Mind,Damaged,110.94,Pending,Store
RET-00005237,ITM-000070526,CUS-008503,2021-04-13,2021-04-25,Defective Product,Damaged,267.16,Pending,Courier
RET-00005238,ITM-000070551,CUS-005746,2025-10-10,2025-10-21,Not as Described,Defective,82.08,Approved,Courier
RET-00005239,ITM-000070552,CUS-005746,2025-10-07,2025-10-19,Defective Product,Opened,46.7,Approved,Store
RET-00005240,ITM-000070559,CUS-010471,2020-11-08,2020-11-15,,Opened,192.01,Processed,Courier
RET-00005241,ITM-000070580,CUS-004144,2021-05-10,2021-05-11,Defective Product,Defective,92.24,Approved,Store
RET-00005242,ITM-000070587,CUS-002511,2024-02-09,2024-02-19,Defective Product,Resellable,132.0,Approved,Store
RET-00005243,ITM-000070590,CUS-002919,2026-01-14,2026-01-19,,Opened,45.38,Processed,Courier
RET-00005244,ITM-000070596,CUS-007586,2026-06-23,2026-07-01,Defective Product,Damaged,19.97,Approved,Courier
RET-00005245,ITM-000070609,CUS-002274,2025-06-25,2025-07-03,Defective Product,Opened,102.63,Approved,Courier
RET-00005246,ITM-000070650,CUS-007086,2021-09-24,2021-09-25,Defective Product,Resellable,357.66,Processed,Courier
RET-00005247,ITM-000070652,CUS-007086,2021-08-26,2021-09-07,Defective Product,Resellable,120.3,Pending,Store
RET-00005248,ITM-000070664,CUS-003011,2023-06-17,2023-06-30,Not as Described,Opened,171.36,Approved,Store
RET-00005249,ITM-000070670,CUS-010734,2026-01-13,2026-01-25,Changed Mind,Opened,39.01,Processed,Store
RET-00005250,ITM-000070696,CUS-004804,2022-09-19,2022-09-30,Changed Mind,Damaged,122.19,Approved,Store
RET-00005251,ITM-000070702,CUS-007041,2020-10-15,2020-10-21,Changed Mind,Resellable,29.09,Pending,Courier
RET-00005252,ITM-000070710,CUS-010417,2022-01-18,2022-01-29,,Damaged,51.44,Pending,Courier
RET-00005253,ITM-000070716,CUS-002853,2021-08-02,2021-08-02,,Opened,46.38,Approved,Courier
RET-00005254,ITM-000070717,CUS-009928,2020-05-28,2020-06-08,,Opened,74.14,Approved,Courier
RET-00005255,ITM-000070737,CUS-000152,2024-06-03,2024-06-15,Size/Fit,Damaged,63.47,Processed,Courier
RET-00005256,ITM-000070748,CUS-000565,2026-07-10,2026-07-11,Changed Mind,Resellable,80.63,Approved,Courier
RET-00005257,ITM-000070763,CUS-005099,2025-07-24,2025-08-05,Not as Described,Resellable,48.18,Approved,Courier
RET-00005258,ITM-000070774,CUS-009953,2020-03-02,2020-03-13,Not as Described,Resellable,53.56,Approved,Store
RET-00005259,ITM-000070827,CUS-005652,2021-03-05,2021-03-13,Defective Product,Defective,466.84,Processed,Courier
RET-00005260,ITM-000070838,,2024-02-28,2024-03-02,Changed Mind,Defective,33.55,Processed,Courier
RET-00005261,ITM-000070848,CUS-005316,2020-04-02,2020-04-11,,Opened,173.61,Pending,Courier
RET-00005262,ITM-000070852,CUS-004803,2023-05-23,2023-05-23,Size/Fit,Resellable,200.57,Processed,Store
RET-00005263,ITM-000070856,CUS-011431,2022-11-30,2022-12-06,Size/Fit,Resellable,37.83,Pending,Store
RET-00005264,ITM-000070878,CUS-006323,2024-07-10,2024-07-11,Changed Mind,Resellable,289.26,Approved,Courier
RET-00005265,ITM-000070887,CUS-008762,2025-07-29,2025-08-07,Changed Mind,Resellable,35.61,Pending,Store
RET-00005266,ITM-000070888,CUS-008762,2025-07-09,2025-07-22,Defective Product,Damaged,220.5,Pending,Courier
RET-00005267,ITM-000070899,CUS-001009,2023-02-18,2023-02-19,Changed Mind,Defective,7.76,Pending,Store
RET-00005268,ITM-000070904,CUS-003339,2023-11-08,2023-11-12,Wrong Item,Opened,80.75,Approved,Courier
RET-00005269,ITM-000070912,CUS-001528,2020-11-13,2020-11-16,Damaged Delivery,Resellable,59.66,Approved,Store
RET-00005270,ITM-000070923,CUS-011506,2020-09-19,2020-10-01,,Defective,180.6,Approved,Courier
RET-00005271,ITM-000070924,CUS-010196,2026-03-19,2026-03-24,Defective Product,Resellable,29.09,Pending,Store
RET-00005272,ITM-000070948,CUS-007933,2021-10-23,2021-11-04,,Damaged,239.58,Pending,Store
RET-00005273,ITM-000070967,CUS-005783,2024-03-24,2024-03-31,Changed Mind,Damaged,141.06,Pending,Store
RET-00005274,ITM-000071002,CUS-003792,2023-11-01,2023-11-07,Not as Described,Damaged,166.97,Processed,Store
RET-00005275,ITM-000071019,CUS-004912,2025-01-09,2025-01-20,Not as Described,Resellable,94.86,Processed,Store
RET-00005276,ITM-000071040,CUS-000542,2026-06-13,2026-06-18,Size/Fit,Damaged,74.43,Approved,Store
